Timestamp,Processing_Agent,File_Name,SHA256_Hash,Hash_Type,File_Size_Bytes,Full_Path
2026-01-19 15:31:50,ReporterAgent,build_index.py,817cd38cd383d21e017acfea7ffb69f3049ea69f0aa664d938f1a65daa14d5d5,SHA-256,1767,C:\DevProjects\digital_forensics_mas\data\input\build_index.py
